,Company,TypeName,Inches,ScreenResolution,Resolution,Cpu,Gpu,GHz,RamGB,MemoryGB,Extra GB,Disk,OpSys,Price,
1173,Lenovo,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,No OS,254,
1174,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,8,1024,,HDD,No OS,453,
1175,Asus,Notebook,14,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,256,,SSD,Windows 10,491,
1176,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,4,1.0TB,,Hybrid,Windows 7,527,
1177,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960,2.6,16,512,,SSD,Windows 10,834,
1178,MSI,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 970M,2.6,16,128,1024,SSD,Windows 10,1376,
1179,HP,Notebook,15.6,1366,768,Intel Core i3 6100U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 10,415,
1180,Lenovo,2 in 1 Convertible,14,2560,1440,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,1046,
1181,Lenovo,Ultrabook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 920M,2.7,6,256,,SSD,Windows 10,531,
1182,Dell,Notebook,15.6,1920,1080,Intel Core i7 7500U ,Nvidia GeForce GT 940MX,2.7,8,256,,SSD,Linux,572,
1183,Acer,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,2,4,500,,HDD,Windows 10,212,
1184,HP,Notebook,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,6,1024,,HDD,Windows 10,510,
1185,Asus,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,256,1024,SSD,Windows 10,581,
1186,Dell,2 in 1 Convertible,15.6,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,753,
1187,Acer,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Nvidia GeForce 940MX,2.5,4,256,,SSD,Windows 10,441,
1188,Dell,Ultrabook,13.3,3200,1800,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Linux,702,
1189,Acer,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1661,
1190,Lenovo,Gaming,15.6,1920,1080,Intel Core i5 7300HQ ,Nvidia GeForce GTX 1050,2.5,8,1024,,HDD,Windows 10,523,
1191,Samsung,2 in 1 Convertible,12.3,2400,1600,Samsung Cortex A72&A53  ,ARM Mali T860 MP4,2,4,32,,Flash,Chrome OS,421,
1192,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,310,
1193,Apple,Ultrabook,12,2304,1440,Intel Core M  ,Intel HD Graphics 5300,1.1,8,256,,Flash,Mac OS X,743,
1194,Dell,2 in 1 Convertible,13.3,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,766,
1195,HP,Notebook,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,12,128,1024,SSD,Windows 10,848,
1196,Lenovo,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R5 M430,2,4,1024,,HDD,No OS,235,
1197,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 980M,2.6,16,512,1024,SSD,Windows 10,1374,
1198,Acer,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,2,4,1024,,HDD,Linux,173,
1199,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,1024,SSD,Windows 10,1309,
1200,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,AMD Radeon R7 M440,2,4,128,,SSD,Windows 10,319,
1201,Lenovo,Notebook,15.6,1366,768,Intel Core i7 6500U ,Nvidia GeForce 920MX,2.5,8,500,,HDD,No OS,402,
1202,Dell,2 in 1 Convertible,15.6,1920,1080,Intel Core i7 8550U ,Intel UHD Graphics 620,1.8,16,512,,SSD,Windows 10,821,
1203,Dell,Ultrabook,13.3,3200,1800,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,1713,
1204,Asus,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,8,1024,,HDD,Windows 10,747,
1205,Dell,Notebook,15.6,1920,1080,Intel Core i5 7200U ,AMD Radeon R7 M445,2.5,8,256,,SSD,Windows 10,568,
1206,HP,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,370,
1207,Lenovo,Notebook,15.6,1366,768,AMD E-Series 9000  ,AMD Radeon R2 Graphics,2.2,4,500,,HDD,Windows 10,191,
1208,Acer,Notebook,17.3,1600,900,Intel Core i3 6006U ,Nvidia GeForce 940MX,2,8,1024,,HDD,Windows 10,402,
1209,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1070,2.8,16,256,1024,SSD,Windows 10,1565,
1210,Apple,Ultrabook,12,2304,1440,Intel Core M  ,Intel HD Graphics 515,1.2,8,512,,Flash,Mac OS X,817,
1211,Asus,Notebook,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,128,1024,SSD,Windows 10,1118,
1212,MSI,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,16,256,1024,SSD,Windows 10,1246,
1213,Dell,2 in 1 Convertible,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,Windows 10,638,
1214,Asus,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,1024,SSD,Windows 10,1246,
1215,Acer,Netbook,11.6,1366,768,Intel Celeron Dual Core 3205U,Intel HD Graphics,1.5,2,32,,SSD,Chrome OS,111,
1216,Acer,Notebook,17.3,1600,900,Intel Core i3 6006U ,Nvidia GeForce 940MX,2,4,1024,,HDD,Windows 10,382,
1217,Lenovo,Notebook,17.3,1600,900,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,1024,,HDD,No OS,344,
1218,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960<U+039C>,2.6,8,128,1024,SSD,Windows 10,813,
1219,Acer,2 in 1 Convertible,14,1920,1080,Intel Core i7 7Y75 ,Intel HD Graphics 615,1.3,8,256,,SSD,Windows 10,734,
1220,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6600U ,Intel HD Graphics 520,2.6,8,256,,SSD,Windows 10,977,
1221,MSI,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1060,2.6,8,128,1024,SSD,Windows 10,943,
1222,HP,Notebook,15.6,1920,1080,AMD A12-Series 9720P  ,AMD Radeon 530,2.7,6,1024,,HDD,Windows 10,338,
1223,Dell,Ultrabook,12.5,1920,1080,Intel Core i5 6300U ,Intel HD Graphics 520,2.4,8,256,,SSD,Windows 7,1095,
1224,Dell,2 in 1 Convertible,15,1920,1080,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,4,500,,HDD,Windows 10,325,
1225,Asus,Notebook,15.6,1366,768,Intel Pentium Quad Core N3710,Intel HD Graphics 405,1.6,4,1024,,HDD,Windows 10,197,
1226,Dell,Ultrabook,13.3,3200,1800,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,8,256,,SSD,Windows 10,944,
1227,Dell,Notebook,15.6,1366,768,Intel Core i5 7200U ,Intel HD Graphics 520,2.5,4,1024,,HDD,Linux,333,
1228,Lenovo,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,16,128,1024,SSD,Windows 10,657,
1229,MSI,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050,2.8,8,128,1024,SSD,Windows 10,734,
1230,Lenovo,Netbook,12.5,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,16,512,,SSD,Windows 10,1054,
1231,Razer,Gaming,14,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,1024,,SSD,Windows 10,2237,
1232,Dell,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,8,1024,,HDD,Windows 10,299,
1233,MSI,Gaming,17.3,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1060,2.8,16,256,1024,SSD,Windows 10,1021,
1234,Apple,Ultrabook,11.6,1366,768,Intel Core i5  ,Intel HD Graphics 6000,1.6,4,256,,Flash,Mac OS X,613,
1235,HP,Notebook,15.6,1920,1080,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,1024,,HDD,Windows 10,305,
1236,HP,Ultrabook,14,2560,1440,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 7,1405,
1237,Dell,Notebook,15.6,1366,768,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,500,,HDD,Windows 7,471,
1238,MSI,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,128,1024,SSD,Windows 10,747,
1239,Lenovo,Notebook,13.3,1920,1080,Intel Core i7 7500U ,Intel HD Graphics 620,2.7,16,512,,SSD,Windows 10,958,
1240,Lenovo,Notebook,15.6,1920,1080,AMD A12-Series 9720P  ,AMD Radeon 530,3.6,6,256,,SSD,Windows 10,382,
1241,Asus,Ultrabook,13.3,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,8,256,,SSD,Windows 10,818,
1242,Acer,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Linux,231,
1243,Dell,2 in 1 Convertible,17.3,1920,1080,Intel Core i7 7500U ,Nvidia GeForce 940MX,2.7,16,512,,SSD,Windows 10,1150,
1244,HP,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,256,,SSD,Windows 7,703,
1245,Asus,Gaming,15.6,1920,1080,Intel Core i7 7700HQ ,Nvidia GeForce GTX 1050 Ti,2.8,16,256,1024,SSD,Windows 10,1022,
1246,Dell,Notebook,14,1366,768,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,4,500,,HDD,Windows 10,559,
1247,Asus,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 1070,2.6,16,256,1024,SSD,Windows 10,1486,
1248,Lenovo,Notebook,15.6,1920,1080,Intel Core i5 7200U ,Intel HD Graphics 620,2.5,8,256,,SSD,No OS,366,
1249,Dell,2 in 1 Convertible,13.3,3200,1800,Intel Core i5 7Y54 ,Intel HD Graphics 615,1.2,8,256,,SSD,Windows 10,1159,
1250,Dell,Notebook,15.6,1366,768,Intel Pentium Quad Core N3710,Intel HD Graphics,1.6,4,500,,HDD,Linux,207,
1251,HP,Notebook,15.6,1366,768,AMD A6-Series 9220  ,AMD Radeon R4 Graphics,2.5,4,500,,HDD,Windows 10,255,
1252,Lenovo,Notebook,15.6,1920,1080,Intel Core i3 6100U ,Nvidia GeForce 920MX,2.3,6,128,,SSD,Windows 10,363,
1253,Lenovo,Notebook,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,8,256,,SSD,Windows 10,685,
1254,Dell,Notebook,15.6,1366,768,Intel Pentium Quad Core N3700,Intel HD Graphics,1.6,4,500,,HDD,Windows 10,283,
1255,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3350,Intel HD Graphics 500,1.1,4,1024,,HDD,Windows 10,216,
1256,Asus,Gaming,17.3,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 970M,2.6,16,128,1024,SSD,Windows 10,1214,
1257,Dell,Notebook,15.6,1366,768,Intel Core i3 6006U ,Intel HD Graphics 520,2,4,500,,HDD,Windows 10,313,
1258,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6500U ,AMD Radeon R5 M330,2.5,8,1.0TB,,Hybrid,Windows 7,572,
1259,MSI,Gaming,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,128,1024,SSD,Windows 10,785,
1260,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i5 6200U ,Intel HD Graphics 520,2.3,4,128,,SSD,Windows 10,532,
1261,Asus,Ultrabook,13.3,1920,1080,Intel Core M 6Y30 ,Intel HD Graphics 515,0.9,8,512,,SSD,Windows 10,466,
1262,Dell,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,6,1024,,HDD,Windows 10,293,
1263,Acer,Notebook,15.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,500,,HDD,Linux,184,
1264,Dell,Notebook,15.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,2,500,,HDD,Windows 10,242,
1265,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,1024,,HDD,Windows 10,574,
1266,HP,Notebook,15.6,1920,1080,AMD A9-Series 9410  ,AMD Radeon R7 M440,2.9,6,1.0TB,,Hybrid,Windows 10,351,
1267,Dell,Notebook,15.6,1366,768,Intel Core i7 7500U ,AMD Radeon R5 M430,2.7,8,1024,,HDD,Linux,515,
1268,HP,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,2,32,,Flash,Windows 10,133,
1269,Asus,Notebook,15.6,1366,768,Intel Core i7 6500U ,Nvidia GeForce 920M,2.5,4,500,,HDD,Windows 10,460,
1270,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,4,128,,SSD,Windows 10,407,
1271,Lenovo,2 in 1 Convertible,13.3,3200,1800,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,16,512,,SSD,Windows 10,958,
1272,Lenovo,Notebook,14,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,2,64,,Flash,Windows 10,146,
1273,HP,Notebook,15.6,1366,768,Intel Core i7 6500U ,AMD Radeon R5 M330,2.5,6,1024,,HDD,Windows 10,488,
1274,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,4,500,,HDD,Windows 10,235,
1275,Asus,Ultrabook,13.3,1920,1080,Intel Core M 6Y30 ,Intel HD Graphics 515,0.9,8,512,,SSD,Windows 10,466,
1276,Dell,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,6,1024,,HDD,Windows 10,293,
1277,Acer,Notebook,15.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,500,,HDD,Linux,184,
1278,Dell,Notebook,15.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,2,500,,HDD,Windows 10,242,
1279,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,1024,,HDD,Windows 10,574,
1280,HP,Notebook,15.6,1920,1080,AMD A9-Series 9410  ,AMD Radeon R7 M440,2.9,6,1.0TB,,Hybrid,Windows 10,351,
1281,Dell,Notebook,15.6,1366,768,Intel Core i7 7500U ,AMD Radeon R5 M430,2.7,8,1024,,HDD,Linux,515,
1282,HP,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,2,32,,Flash,Windows 10,133,
1283,Asus,Notebook,15.6,1366,768,Intel Core i7 6500U ,Nvidia GeForce 920M,2.5,4,500,,HDD,Windows 10,460,
1284,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,4,128,,SSD,Windows 10,407,
1285,Lenovo,2 in 1 Convertible,13.3,3200,1800,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,16,512,,SSD,Windows 10,958,
1286,Lenovo,Notebook,14,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,2,64,,Flash,Windows 10,146,
1287,HP,Notebook,15.6,1366,768,Intel Core i7 6500U ,AMD Radeon R5 M330,2.5,6,1024,,HDD,Windows 10,488,
1288,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,4,500,,HDD,Windows 10,235,
1289,Asus,Ultrabook,13.3,1920,1080,Intel Core M 6Y30 ,Intel HD Graphics 515,0.9,8,512,,SSD,Windows 10,466,
1290,Dell,Notebook,15.6,1366,768,Intel Core i3 7100U ,Intel HD Graphics 620,2.4,6,1024,,HDD,Windows 10,293,
1291,Acer,Notebook,15.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,4,500,,HDD,Linux,184,
1292,Dell,Notebook,15.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,2,500,,HDD,Windows 10,242,
1293,Lenovo,Notebook,15.6,1920,1080,Intel Core i7 6700HQ ,Nvidia GeForce GTX 960M,2.6,8,1024,,HDD,Windows 10,574,
1294,HP,Notebook,15.6,1920,1080,AMD A9-Series 9410  ,AMD Radeon R7 M440,2.9,6,1.0TB,,Hybrid,Windows 10,351,
1295,Dell,Notebook,15.6,1366,768,Intel Core i7 7500U ,AMD Radeon R5 M430,2.7,8,1024,,HDD,Linux,515,
1296,HP,Netbook,11.6,1366,768,Intel Celeron Dual Core N3060,Intel HD Graphics 400,1.6,2,32,,Flash,Windows 10,133,
1297,Asus,Notebook,15.6,1366,768,Intel Core i7 6500U ,Nvidia GeForce 920M,2.5,4,500,,HDD,Windows 10,460,
1298,Lenovo,2 in 1 Convertible,14,1920,1080,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,4,128,,SSD,Windows 10,407,
1299,Lenovo,2 in 1 Convertible,13.3,3200,1800,Intel Core i7 6500U ,Intel HD Graphics 520,2.5,16,512,,SSD,Windows 10,958,
1300,Lenovo,Notebook,14,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,2,64,,Flash,Windows 10,146,
1301,HP,Notebook,15.6,1366,768,Intel Core i7 6500U ,AMD Radeon R5 M330,2.5,6,1024,,HDD,Windows 10,488,
1302,Asus,Notebook,15.6,1366,768,Intel Celeron Dual Core N3050,Intel HD Graphics,1.6,4,500,,HDD,Windows 10,235,

